domain,instance,index,generated,expanded,reopened,cost,g1,h1,g2,h2,g3,h3,oprimal_cost,w,is-W-opt
VacuumRobot,41,6,11575,6925,451,667.0,667,439.0,68.0,489.0,68.0,489.0,647.0,0.2,false
VacuumRobot,41,7,658,356,103,665.0,665,439.0,651.0,10.0,652.0,9.0,647.0,0.2,false
VacuumRobot,41,8,1337,749,679,661.0,661,439.0,547.0,90.0,563.0,78.0,647.0,0.2,false
VacuumRobot,41,9,1475,851,450,657.0,657,439.0,638.0,17.0,639.0,16.0,647.0,0.2,false
VacuumRobot,41,10,67,36,18,653.0,653,439.0,627.0,22.0,628.0,21.0,647.0,0.2,false
VacuumRobot,41,11,2245,1305,702,649.0,649,439.0,590.0,53.0,591.0,52.0,647.0,0.2,false
VacuumRobot,41,12,18424,10932,1870,647.0,647,439.0,637.0,10.0,563.0,74.0,647.0,0.2,false
VacuumRobot,42,1,7144,4368,1904,652.0,652,333.0,1.0,332.0,2.0,331.0,529.0,0.2,true
VacuumRobot,42,2,22435,13320,8600,583.0,583,333.0,187.0,226.0,188.0,225.0,529.0,0.2,false
VacuumRobot,42,3,22625,13047,9044,553.0,553,333.0,30.0,333.0,28.0,335.0,529.0,0.2,false
VacuumRobot,42,4,34705,20191,18296,533.0,533,333.0,178.0,255.0,179.0,254.0,529.0,0.2,false
VacuumRobot,42,5,12467,7388,894,531.0,531,333.0,144.0,281.0,145.0,280.0,529.0,0.2,false
VacuumRobot,42,6,11532,6866,321,529.0,529,333.0,513.0,14.0,512.0,15.0,529.0,0.2,false
VacuumRobot,43,1,19948,11759,5671,885.0,885,421.0,1.0,420.0,2.0,419.0,738.0,0.2,false
VacuumRobot,43,2,83475,49637,25436,855.0,855,421.0,11.0,410.0,12.0,409.0,738.0,0.2,false
VacuumRobot,43,3,39904,23743,15357,810.0,810,421.0,78.0,459.0,68.0,465.0,738.0,0.2,false
VacuumRobot,43,4,214452,126747,96140,790.0,790,421.0,592.0,118.0,570.0,130.0,738.0,0.2,false
VacuumRobot,43,5,309179,182335,112537,748.0,748,421.0,438.0,228.0,449.0,221.0,738.0,0.2,false
VacuumRobot,43,6,4430,2531,1046,742.0,742,421.0,676.0,44.0,677.0,43.0,738.0,0.2,false
VacuumRobot,43,7,38790,22729,15911,738.0,738,421.0,111.0,512.0,111.0,512.0,738.0,0.2,false
VacuumRobot,44,1,3574,2075,529,763.0,763,523.0,1.0,522.0,2.0,523.0,629.0,0.2,true
VacuumRobot,44,2,2612,1453,987,659.0,659,523.0,43.0,488.0,30.0,497.0,629.0,0.2,false
VacuumRobot,44,3,785,430,300,641.0,641,523.0,641.0,12.0,647.0,8.0,629.0,0.2,false
VacuumRobot,44,4,80,42,11,639.0,639,523.0,623.0,12.0,629.0,8.0,629.0,0.2,false
VacuumRobot,44,5,11049,6188,3066,631.0,631,523.0,209.0,350.0,210.0,349.0,629.0,0.2,false
VacuumRobot,44,6,76,40,26,629.0,629,523.0,616.0,11.0,615.0,12.0,629.0,0.2,false
VacuumRobot,45,1,1607,945,110,429.0,429,277.0,1.0,276.0,2.0,275.0,367.0,0.2,false
VacuumRobot,45,2,6871,3917,2915,387.0,387,277.0,48.0,235.0,47.0,236.0,367.0,0.2,false
VacuumRobot,45,3,134,73,59,381.0,381,277.0,350.0,25.0,351.0,24.0,367.0,0.2,false
VacuumRobot,45,4,3188,1908,241,373.0,373,277.0,15.0,264.0,16.0,263.0,367.0,0.2,false
VacuumRobot,45,5,3115,1854,245,371.0,371,277.0,18.0,289.0,17.0,290.0,367.0,0.2,false
VacuumRobot,45,6,1138,639,31,367.0,367,277.0,321.0,44.0,322.0,43.0,367.0,0.2,false
VacuumRobot,46,1,5370,3101,1188,821.0,821,475.0,1.0,474.0,2.0,473.0,653.0,0.2,true
VacuumRobot,46,2,5000,2852,2292,771.0,771,475.0,670.0,57.0,671.0,56.0,653.0,0.2,false
VacuumRobot,46,3,8554,4999,4239,755.0,755,475.0,595.0,94.0,596.0,93.0,653.0,0.2,false
VacuumRobot,46,4,8750,5002,4038,725.0,725,475.0,515.0,150.0,515.0,150.0,653.0,0.2,false
VacuumRobot,46,5,27670,15999,11965,701.0,701,475.0,8.0,479.0,20.0,471.0,653.0,0.2,false
VacuumRobot,46,6,31265,17903,15379,675.0,675,475.0,426.0,199.0,426.0,199.0,653.0,0.2,false
VacuumRobot,46,7,20417,11749,11323,665.0,665,475.0,433.0,172.0,434.0,171.0,653.0,0.2,false
VacuumRobot,46,8,211,115,82,657.0,657,475.0,610.0,41.0,610.0,41.0,653.0,0.2,false
VacuumRobot,46,9,54166,31497,13211,653.0,653,475.0,343.0,246.0,344.0,245.0,653.0,0.2,false
VacuumRobot,47,1,8149,4721,2118,717.0,717,386.0,1.0,387.0,2.0,386.0,518.0,0.2,true
VacuumRobot,47,2,7053,4046,2397,612.0,612,386.0,5.0,385.0,6.0,384.0,518.0,0.2,false
VacuumRobot,47,3,1038,616,396,546.0,546,386.0,499.0,39.0,492.0,42.0,518.0,0.2,false
VacuumRobot,47,4,918,513,441,540.0,540,386.0,494.0,36.0,495.0,35.0,518.0,0.2,false
VacuumRobot,47,5,6874,4010,1606,532.0,532,386.0,24.0,388.0,24.0,388.0,518.0,0.2,false
VacuumRobot,47,6,4471,2630,603,518.0,518,386.0,450.0,62.0,458.0,56.0,518.0,0.2,false
VacuumRobot,48,1,2425,1412,53,722.0,722,472.0,1.0,473.0,2.0,472.0,634.0,0.2,false
VacuumRobot,48,2,7225,4202,2989,650.0,650,472.0,559.0,91.0,558.0,92.0,634.0,0.2,false
VacuumRobot,48,3,3915,2374,1705,640.0,640,472.0,612.0,22.0,613.0,21.0,634.0,0.2,false
VacuumRobot,48,4,11736,6981,4683,634.0,634,472.0,418.0,158.0,423.0,155.0,634.0,0.2,false
VacuumRobot,49,1,1655,916,66,511.0,511,391.0,1.0,392.0,2.0,391.0,449.0,0.2,false
VacuumRobot,49,2,2375,1343,751,481.0,481,391.0,408.0,57.0,409.0,56.0,449.0,0.2,false
VacuumRobot,49,3,3384,1882,1288,457.0,457,391.0,105.0,298.0,106.0,297.0,449.0,0.2,false
VacuumRobot,49,4,4230,2378,1836,451.0,451,391.0,342.0,95.0,343.0,94.0,449.0,0.2,false
VacuumRobot,49,5,7434,4304,2887,449.0,449,391.0,413.0,32.0,411.0,34.0,449.0,0.2,false
VacuumRobot,50,1,2306,1354,86,694.0,694,408.0,1.0,409.0,2.0,410.0,589.0,0.2,false
VacuumRobot,50,2,456,269,202,678.0,678,408.0,638.0,24.0,630.0,28.0,589.0,0.2,false
VacuumRobot,50,3,1425,846,490,660.0,660,408.0,415.0,139.0,421.0,137.0,589.0,0.2,false
VacuumRobot,50,4,2742,1669,1299,634.0,634,408.0,588.0,42.0,315.0,205.0,589.0,0.2,false
VacuumRobot,50,5,593,334,131,630.0,630,408.0,560.0,42.0,569.0,37.0,589.0,0.2,false
VacuumRobot,50,6,5882,3430,1357,602.0,602,408.0,281.0,231.0,285.0,229.0,589.0,0.2,false
VacuumRobot,50,7,45017,26705,3750,594.0,594,408.0,26.0,418.0,27.0,417.0,589.0,0.2,false
VacuumRobot,50,8,17893,10485,2469,589.0,589,408.0,422.0,142.0,423.0,141.0,589.0,0.2,false
